block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,07042386,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,07042386,NA,0,NA,NA,-1
practice,bowl.jpg,null,,07042386,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,07042386,NA,0,NA,NA,-1
practice,bowl.jpg,null,,07042386,right,0,NA,NA,2.320
practice,left_fish.jpg,null,left,07042386,NA,0,NA,NA,-1
practice,con_left_practice.jpg,congruent,left,07042386,NA,0,NA,NA,-1
practice,in_left_practice.jpg,incongruent,left,07042386,NA,0,1,ci,-1
practice,con_right_practice.jpg,congruent,right,07042386,right,1,1,ic,3.068
practice,nogo_right_practice.jpg,nogo,right,07042386,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,07042386,left,0,1,xi,3.718
practice,nogo_left_practice.jpg,nogo,left,07042386,NA,1,1,ix,-1
